Time,Bookings
2030-11-30,17.518861322712674
2030-12-31,18.75232018956126
2031-01-31,22.622520380306
2031-02-28,25.205135751549726
2031-03-31,25.25728650875236
2031-04-30,26.37277035289254
2031-05-31,24.816421048236627
2031-06-30,22.449236533821882
2031-07-31,22.735823502002553
2031-08-31,19.319488233781815
2031-09-30,16.922540040380646
2031-10-31,18.180438212159586
2031-11-30,20.2991634275775
2031-12-31,21.842974666266215
2032-01-31,24.018202631857406
2032-02-29,28.050301288068358
2032-03-31,29.05878287020212
2032-04-30,30.72728692565025
2032-05-31,28.468639429849542
2032-06-30,27.487149254372028
2032-07-31,23.733971695864163
2032-08-31,22.100469932376363
2032-09-30,20.100349307019435
2032-10-31,21.036718229768386
2032-11-30,23.10272528094561
2032-12-31,24.788628450699182
2033-01-31,28.36048149546746
2033-02-28,32.37315862391202
2033-03-31,32.010318641026295
2033-04-30,31.62177038738332
2033-05-31,29.71771058845842
2033-06-30,29.513589602241694
2033-07-31,25.547735377417837
2033-08-31,24.16115298417736
2033-09-30,24.630673098395732
2033-10-31,25.49541156136947
2033-11-30,25.32618635801652
2033-12-31,29.173934683877587
2034-01-31,32.48265895991055
2034-02-28,34.53180238765015
2034-03-31,35.82119102116244
2034-04-30,35.56733173899992
2034-05-31,35.18034730243429
2034-06-30,31.019816355799552
2034-07-31,29.710718364947763
2034-08-31,28.495920335535594
2034-09-30,26.64764367206051
2034-10-31,28.281916815134483
2034-11-30,30.305492315121544
2034-12-31,32.223340512503
2035-01-31,33.91499725691339
2035-02-28,39.081188978225676
2035-03-31,37.76463235518792
2035-04-30,38.27082909262944
2035-05-31,37.687913282164146
2035-06-30,34.25174572505472
2035-07-31,33.439764092945715
2035-08-31,31.138749541578246
2035-09-30,30.750492770959
2035-10-31,31.02411741317167
2035-11-30,32.11944824575296
2035-12-31,34.921667268316874
2036-01-31,35.88378552794831
2036-02-29,41.797877723687705
2036-03-31,40.83275639144978
2036-04-30,42.46799692717041
2036-05-31,41.72967591459023
2036-06-30,38.00788944795021
2036-07-31,37.10523008073426
2036-08-31,34.18080631435358
2036-09-30,32.75830912348293
2036-10-31,34.825942566654035
2036-11-30,35.300996972222556
2036-12-31,38.06367730225216
2037-01-31,42.00145863025506
2037-02-28,42.43142920224971
2037-03-31,43.87765845920045
2037-04-30,44.497854432647216
2037-05-31,42.1976305357139
2037-06-30,41.333747713004996
2037-07-31,38.463198623549786
2037-08-31,36.86700579630258
2037-09-30,37.31634520747915
2037-10-31,36.30396511988792
2037-11-30,39.589925080441745
2037-12-31,41.917048255884964
2038-01-31,44.06304808699232
2038-02-28,45.76343217251816
2038-03-31,48.525158827791664
2038-04-30,45.95976968363501
2038-05-31,47.21105444696168
2038-06-30,43.6559992835937
2038-07-31,42.50586829035815
2038-08-31,38.63668761863651
2038-09-30,39.26554269658982
2038-10-31,39.892337180225205
2038-11-30,41.29639386190099
2038-12-31,44.08451653881106
2039-01-31,47.885046889724315
2039-02-28,49.04826085252903
2039-03-31,49.4645988456373
2039-04-30,51.1521425107461
2039-05-31,47.966915536887726
2039-06-30,45.531416824316224
2039-07-31,44.160844342235386
2039-08-31,43.58273613541636
2039-09-30,42.99421287558981
2039-10-31,43.75713438003019
2039-11-30,46.47438188252826
2039-12-31,47.418796478248545
2040-01-31,50.98391605515216
2040-02-29,52.90473708294303
2040-03-31,53.104312934929446
2040-04-30,52.55421975958838
2040-05-31,51.260805955041356
2040-06-30,48.05718992959974
2040-07-31,47.96467823141577
2040-08-31,46.9574878101975
